weight,molecular,strength,C,H,O,N,S,P,Cl,Br,I,DBE,O/C,H/C,N/C,S/C,P/C,Cl/C,Br/C,I/C,Almod,NOSC,X/C,DBE-O,DBE/C
187.005163,C5H5O3N3S1,4.05194722723134e-05,5,5,3,3,1,0,0,0,0,5.0,0.6,1.0,0.6,0.2,0.0,0.0,0.0,0.0,-1.0,2.4,0.0,2.0,1.0
187.120844,C9H17O3N1,6.19634094227746e-05,9,17,3,1,0,0,0,0,0,2.0,0.3333333333333333,1.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,-0.06666666666666667,-0.8888888888888893,0.0,-1.0,0.2222222222222222
188.068475,C8H12O5,4.99026073829613e-05,8,12,5,0,0,0,0,0,0,3.0,0.625,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,-0.25,0.0,-2.0,0.375
188.08373,C12H12O2,3.43139203449464e-05,12,12,2,0,0,0,0,0,0,7.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5217391304347826,-0.666666666666667,0.0,5.0,0.5833333333333334
188.141245,C10H20O3,3.61473048425683e-05,10,20,3,0,0,0,0,0,0,1.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05263157894736842,-1.4000000000000004,0.0,-2.0,0.1
188.10486,C9H16O4,0.000244249614501661,9,16,4,0,0,0,0,0,0,2.0,0.4444444444444444,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8888888888888893,0.0,-2.0,0.2222222222222222
190.02661,C10H6O4,4.7292365327598e-05,10,6,4,0,0,0,0,0,0,8.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.20000000000000018,0.0,4.0,0.8
190.04774,C7H10O6,3.35745780002157e-05,7,10,6,0,0,0,0,0,0,3.0,0.8571428571428571,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142856,0.0,-3.0,0.42857142857142855
190.062995,C11H10O3,5.22026586444543e-05,11,10,3,0,0,0,0,0,0,7.0,0.2727272727272727,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.5238095238095238,-0.3636363636363633,0.0,4.0,0.6363636363636364
190.074228,C10H10O2N2,4.88843892789315e-05,10,10,2,2,0,0,0,0,0,7.0,0.2,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,5.0,0.7
190.09938000000002,C12H14O2,3.92765597016403e-05,12,14,2,0,0,0,0,0,0,6.0,0.16666666666666666,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.43478260869565216,-0.833333333333333,0.0,4.0,0.5
192.04226,C10H8O4,3.44062782029795e-05,10,8,4,0,0,0,0,0,0,7.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.0,0.0,3.0,0.7
192.078645,C11H12O3,4.81120454510941e-05,11,12,3,0,0,0,0,0,0,6.0,0.2727272727272727,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,-0.5454545454545459,0.0,3.0,0.5454545454545454
192.11503000000002,C12H16O2,4.09931493712734e-05,12,16,2,0,0,0,0,0,0,5.0,0.16666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.34782608695652173,-1.0,0.0,3.0,0.4166666666666667
193.073894,C10H11O3N1,3.64839827987316e-05,10,11,3,1,0,0,0,0,0,6.0,0.3,1.1,0.1,0.0,0.0,0.0,0.0,0.0,0.4117647058823529,-0.20000000000000018,0.0,3.0,0.6
194.021525,C9H6O5,5.99949602380291e-05,9,6,5,0,0,0,0,0,0,7.0,0.5555555555555556,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,0.44444444444444464,0.0,2.0,0.7777777777777778
194.05791,C10H10O4,6.9493468269077e-05,10,10,4,0,0,0,0,0,0,6.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42105263157894735,-0.20000000000000018,0.0,2.0,0.6
194.09429500000002,C11H14O3,6.42961976264276e-05,11,14,3,0,0,0,0,0,0,5.0,0.2727272727272727,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.7272727272727275,0.0,2.0,0.45454545454545453
195.089544,C10H13O3N1,5.87294790178366e-05,10,13,3,1,0,0,0,0,0,5.0,0.3,1.3,0.1,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,-0.40000000000000036,0.0,2.0,0.5
196.037175,C9H8O5,6.13058763658254e-05,9,8,5,0,0,0,0,0,0,6.0,0.5555555555555556,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.4117647058823529,0.22222222222222232,0.0,1.0,0.6666666666666666
196.109945,C11H16O3,4.31740745376844e-05,11,16,3,0,0,0,0,0,0,4.0,0.2727272727272727,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,-0.9090909090909092,0.0,1.0,0.36363636363636365
196.07356,C10H12O4,7.07366784483152e-05,10,12,4,0,0,0,0,0,0,5.0,0.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,-0.40000000000000036,0.0,1.0,0.5
196.14633,C12H20O2,4.62728079850254e-05,12,20,2,0,0,0,0,0,0,3.0,0.16666666666666666,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,-1.333333333333333,0.0,1.0,0.25
198.01644,C8H6O6,3.39912299913424e-05,8,6,6,0,0,0,0,0,0,6.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.75,0.0,0.0,0.75
198.05282499999998,C9H10O5,6.93047183035729e-05,9,10,5,0,0,0,0,0,0,5.0,0.5555555555555556,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.5555555555555556
200.014331,C8H8O4S1,6.86516163074818e-05,8,8,4,0,1,0,0,0,0,5.0,0.5,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.3076923076923077,0.25,0.0,1.0,0.625
198.08921,C10H14O4,5.42877042514787e-05,10,14,4,0,0,0,0,0,0,4.0,0.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,-0.5999999999999996,0.0,0.0,0.4
200.10486,C10H16O4,5.63103016612615e-05,10,16,4,0,0,0,0,0,0,3.0,0.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,-0.7999999999999998,0.0,-1.0,0.3
200.068475,C9H12O5,7.42055212139647e-05,9,12,5,0,0,0,0,0,0,4.0,0.5555555555555556,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,-0.22222222222222232,0.0,-1.0,0.4444444444444444
200.17763000000002,C12H24O2,7.05160016973006e-05,12,24,2,0,0,0,0,0,0,1.0,0.16666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.666666666666667,0.0,-1.0,0.08333333333333333
202.084125,C9H14O5,7.67193711618569e-05,9,14,5,0,0,0,0,0,0,3.0,0.5555555555555556,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,-0.44444444444444464,0.0,-2.0,0.3333333333333333
202.12051,C10H18O4,8.79617496476713e-05,10,18,4,0,0,0,0,0,0,2.0,0.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,0.2
203.03309199999998,C9H5O3N3,4.13885554176145e-05,9,5,3,3,0,0,0,0,0,9.0,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1.1111111111111112,0.0,6.0,1.0
202.09938000000002,C13H14O2,4.09112904820643e-05,13,14,2,0,0,0,0,0,0,7.0,0.15384615384615385,1.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.48,-0.7692307692307692,0.0,5.0,0.5384615384615384
203.069477,C10H9O2N3,0.000238266739916218,10,9,2,3,0,0,0,0,0,8.0,0.2,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.3999999999999999,0.0,6.0,0.8
204.053493,C10H8O3N2,5.95763903250384e-05,10,8,3,2,0,0,0,0,0,8.0,0.3,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.3999999999999999,0.0,5.0,0.8
204.078645,C12H12O3,4.66417103352643e-05,12,12,3,0,0,0,0,0,0,7.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4782608695652174,-0.5,0.0,4.0,0.5833333333333334
204.09977500000002,C9H16O5,3.48159363928267e-05,9,16,5,0,0,0,0,0,0,2.0,0.5555555555555556,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,-0.058823529411764705,-0.666666666666667,0.0,-3.0,0.2222222222222222
204.11503000000002,C13H16O2,5.59878758486042e-05,13,16,2,0,0,0,0,0,0,6.0,0.15384615384615385,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.9230769230769234,0.0,4.0,0.46153846153846156
206.021525,C10H6O5,4.43044249355166e-05,10,6,5,0,0,0,0,0,0,8.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5789473684210527,0.3999999999999999,0.0,3.0,0.8
206.05791,C11H10O4,5.37352435518156e-05,11,10,4,0,0,0,0,0,0,7.0,0.36363636363636365,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,-0.18181818181818166,0.0,3.0,0.6363636363636364
206.069143,C10H10O3N2,3.44873765369667e-05,10,10,3,2,0,0,0,0,0,7.0,0.3,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.20000000000000018,0.0,4.0,0.7
206.09429500000002,C12H14O3,8.27463248825513e-05,12,14,3,0,0,0,0,0,0,6.0,0.25,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.391304347826087,-0.666666666666667,0.0,3.0,0.5
208.037175,C10H8O5,5.32863340989949e-05,10,8,5,0,0,0,0,0,0,7.0,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.20000000000000018,0.0,2.0,0.7
206.13068,C13H18O2,3.99376971289889e-05,13,18,2,0,0,0,0,0,0,5.0,0.15384615384615385,1.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.32,-1.0769230769230766,0.0,3.0,0.38461538461538464
208.07356,C11H12O4,8.17048437090169e-05,11,12,4,0,0,0,0,0,0,6.0,0.36363636363636365,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.38095238095238093,-0.3636363636363633,0.0,2.0,0.5454545454545454
208.109945,C12H16O3,7.24950490537252e-05,12,16,3,0,0,0,0,0,0,5.0,0.25,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,-0.833333333333333,0.0,2.0,0.4166666666666667
210.05282499999998,C10H10O5,8.70632693896629e-05,10,10,5,0,0,0,0,0,0,6.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.0,0.0,1.0,0.6
208.14633,C13H20O2,4.15378722482441e-05,13,20,2,0,0,0,0,0,0,4.0,0.15384615384615385,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.24,-1.2307692307692308,0.0,2.0,0.3076923076923077
210.08921,C11H14O4,9.63755901956284e-05,11,14,4,0,0,0,0,0,0,5.0,0.36363636363636365,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,-0.5454545454545459,0.0,1.0,0.45454545454545453
210.125595,C12H18O3,6.31581755411397e-05,12,18,3,0,0,0,0,0,0,4.0,0.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,-1.0,0.0,1.0,0.3333333333333333
210.16198,C13H22O2,3.60103883688175e-05,13,22,2,0,0,0,0,0,0,3.0,0.15384615384615385,1.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.16,-1.384615384615385,0.0,1.0,0.23076923076923078
211.048074,C9H9O5N1,3.50397711013931e-05,9,9,5,1,0,0,0,0,0,6.0,0.5555555555555556,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.44444444444444464,0.0,1.0,0.6666666666666666
212.03209,C9H8O6,3.57550236861607e-05,9,8,6,0,0,0,0,0,0,6.0,0.6666666666666666,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.44444444444444464,0.0,0.0,0.6666666666666666
212.06847499999998,C10H12O5,9.38783071245262e-05,10,12,5,0,0,0,0,0,0,5.0,0.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,-0.20000000000000018,0.0,0.0,0.5
212.141245,C12H20O3,6.94652946582485e-05,12,20,3,0,0,0,0,0,0,3.0,0.25,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,-1.166666666666667,0.0,0.0,0.25
212.10486,C11H16O4,0.000116176413924416,11,16,4,0,0,0,0,0,0,4.0,0.36363636363636365,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,-0.7272727272727275,0.0,0.0,0.36363636363636365
214.04774,C9H10O6,3.35461233146312e-05,9,10,6,0,0,0,0,0,0,5.0,0.6666666666666666,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.22222222222222232,0.0,-1.0,0.5555555555555556
214.062995,C13H10O3,3.37664032542257e-05,13,10,3,0,0,0,0,0,0,9.0,0.23076923076923078,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.3076923076923075,0.0,6.0,0.6923076923076923
214.12051,C11H18O4,4.57032347928696e-05,11,18,4,0,0,0,0,0,0,3.0,0.36363636363636365,1.6363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,-0.9090909090909092,0.0,-1.0,0.2727272727272727
214.08412500000003,C10H14O5,7.61270970497084e-05,10,14,5,0,0,0,0,0,0,4.0,0.5,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,-0.40000000000000036,0.0,-1.0,0.4
215.972861,C7H4O6S1,3.60893703752307e-05,7,4,6,0,1,0,0,0,0,6.0,0.8571428571428571,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.36363636363636365,1.4285714285714284,0.0,0.0,0.8571428571428571
216.04226,C12H8O4,5.25341284507285e-05,12,8,4,0,0,0,0,0,0,9.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6086956521739131,0.0,0.0,5.0,0.75
216.074623,C8H12O5N2,8.64296607545852e-05,8,12,5,2,0,0,0,0,0,4.0,0.625,1.5,0.25,0.0,0.0,0.0,0.0,0.0,-0.09090909090909091,0.5,0.0,-1.0,0.5
216.06339000000003,C9H12O6,5.76474569442133e-05,9,12,6,0,0,0,0,0,0,4.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,-2.0,0.4444444444444444
216.078645,C13H12O3,3.70430900896817e-05,13,12,3,0,0,0,0,0,0,8.0,0.23076923076923078,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.52,-0.4615384615384617,0.0,5.0,0.6153846153846154
216.089878,C12H12O2N2,3.56803074025138e-05,12,12,2,2,0,0,0,0,0,8.0,0.16666666666666666,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,-0.16666666666666696,0.0,6.0,0.6666666666666666
216.11503000000002,C14H16O2,5.63105992698266e-05,14,16,2,0,0,0,0,0,0,7.0,0.14285714285714285,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,-0.8571428571428568,0.0,5.0,0.5
216.09977500000002,C10H16O5,6.81110434166131e-05,10,16,5,0,0,0,0,0,0,3.0,0.5,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,-0.5999999999999996,0.0,-2.0,0.3
216.13616,C11H20O4,6.25074709473784e-05,11,20,4,0,0,0,0,0,0,2.0,0.36363636363636365,1.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0909090909090908,0.0,-2.0,0.18181818181818182
218.05791,C12H10O4,6.16688265447625e-05,12,10,4,0,0,0,0,0,0,8.0,0.3333333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.5217391304347826,-0.16666666666666696,0.0,4.0,0.6666666666666666
218.07904000000002,C9H14O6,3.36743099371393e-05,9,14,6,0,0,0,0,0,0,3.0,0.6666666666666666,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22222222222222232,0.0,-3.0,0.3333333333333333
218.09429500000002,C13H14O3,7.41640874881804e-05,13,14,3,0,0,0,0,0,0,7.0,0.23076923076923078,1.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.44,-0.615384615384615,0.0,4.0,0.5384615384615384
218.11542500000002,C10H18O5,5.35428726821029e-05,10,18,5,0,0,0,0,0,0,2.0,0.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,-0.05263157894736842,-0.7999999999999998,0.0,-3.0,0.2
218.13068,C14H18O2,7.07445816090993e-05,14,18,2,0,0,0,0,0,0,6.0,0.14285714285714285,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.37037037037037035,-1.0,0.0,4.0,0.42857142857142855
219.064392,C10H9O3N3,0.00026867557294052,10,9,3,3,0,0,0,0,0,8.0,0.3,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.6000000000000001,0.0,5.0,0.8
220.07356,C12H12O4,9.47772668630005e-05,12,12,4,0,0,0,0,0,0,7.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43478260869565216,-0.33333333333333304,0.0,3.0,0.5833333333333334
220.084793,C11H12O3N2,4.21401162473231e-05,11,12,3,2,0,0,0,0,0,7.0,0.2727272727272727,1.0909090909090908,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.4117647058823529,0.0,0.0,4.0,0.6363636363636364
220.037175,C11H8O5,6.08308930959409e-05,11,8,5,0,0,0,0,0,0,8.0,0.45454545454545453,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.5238095238095238,0.18181818181818166,0.0,3.0,0.7272727272727273
220.09469,C9H16O6,3.44706608558941e-05,9,16,6,0,0,0,0,0,0,2.0,0.6666666666666666,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,-0.11764705882352941,-0.44444444444444464,0.0,-4.0,0.2222222222222222
222.01644,C10H6O6,5.80374564349552e-05,10,6,6,0,0,0,0,0,0,8.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.6000000000000001,0.0,2.0,0.8
220.109945,C13H16O3,8.40945082162206e-05,13,16,3,0,0,0,0,0,0,6.0,0.23076923076923078,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.36,-0.7692307692307692,0.0,3.0,0.46153846153846156
220.14633,C14H20O2,3.74426626559341e-05,14,20,2,0,0,0,0,0,0,5.0,0.14285714285714285,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,-1.1428571428571432,0.0,3.0,0.35714285714285715
222.05282499999998,C11H10O5,9.46842641864097e-05,11,10,5,0,0,0,0,0,0,7.0,0.45454545454545453,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,2.0,0.6363636363636364
