weight,molecular,strength,C,H,O,N,S,P,Cl,Br,I,DBE,O/C,H/C,N/C,S/C,P/C,Cl/C,Br/C,I/C,Almod,NOSC,X/C,DBE-O,DBE/C
125.084064,C7H11O1N1,2.54280749846666e-05,7,11,1,1,0,0,0,0,0,3.0,0.14285714285714285,1.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,-0.8571428571428568,0.0,2.0,0.42857142857142855
126.06808,C7H10O2,2.26117316903108e-05,7,10,2,0,0,0,0,0,0,3.0,0.2857142857142857,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,-0.8571428571428568,0.0,1.0,0.42857142857142855
139.099714,C8H13O1N1,2.39726154139205e-05,8,13,1,1,0,0,0,0,0,3.0,0.125,1.625,0.125,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,-1.0,0.0,2.0,0.375
152.094963,C8H12O1N2,2.18622957862124e-05,8,12,1,2,0,0,0,0,0,4.0,0.125,1.5,0.25,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,-0.5,0.0,3.0,0.5
159.071785,C7H13O1N1S1,2.29147067654193e-05,7,13,1,1,1,0,0,0,0,2.0,0.14285714285714285,1.8571428571428572,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,-0.1111111111111111,-0.8571428571428568,0.0,1.0,0.2857142857142857
166.020084,C7H6O1N2S1,2.47722360466294e-05,7,6,1,2,1,0,0,0,0,6.0,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.7142857142857143,0.5714285714285716,0.0,5.0,0.8571428571428571
165.053827,C7H7O2N3,2.37323797863287e-05,7,7,2,3,0,0,0,0,0,6.0,0.2857142857142857,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.8571428571428572,0.0,4.0,0.8571428571428571
166.02661,C8H6O4,5.47444363350472e-05,8,6,4,0,0,0,0,0,0,6.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.25,0.0,2.0,0.75
174.06808,C11H10O2,3.40297192567584e-05,11,10,2,0,0,0,0,0,0,7.0,0.18181818181818182,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,-0.5454545454545459,0.0,5.0,0.6363636363636364
176.08373,C11H12O2,2.57270548591077e-05,11,12,2,0,0,0,0,0,0,6.0,0.18181818181818182,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,-0.7272727272727275,0.0,4.0,0.5454545454545454
