molecular weight,molecular formula,strength
284.021073,C9H16O4S3,1389488.0
284.0718460000001,C13H16O5S1,25138120.0
284.075217,C10H20O5S2,1228747.0
284.108231,C14H20O4S1,10458075.0
284.144616,C15H24O3S1,3025389.0
285.996967,C11H10O5S2,1633162.0
286.000338,C8H14O5S3,1249932.0
286.051111,C12H14O6S1,12646309.0
286.087496,C13H18O5S1,99190712.0
286.123881,C14H22O4S1,7972810.0
286.160266,C15H26O3S1,1158108.0
287.976232,C10H8O6S2,1931124.0
287.979603,C7H12O6S3,2116981.0
288.012617,C11H12O5S2,2516870.0
288.015988,C8H16O5S3,11322248.0
288.030376,C11H12O7S1,21994384.0
288.049002,C12H16O4S2,2937241.0
288.051506,C8H16O9S1,1233434.0
288.066761,C12H16O6S1,14740386.0
288.103146,C13H20O5S1,7422900.0
288.139531,C14H24O4S1,8197063.0
289.974123,C10H10O4S3,1189621.0
289.991882,C10H10O6S2,1109118.0
289.995253,C7H14O6S3,1221248.0
290.009641,C10H10O8S1,1911175.0
290.024896,C14H10O5S1,1898383.0
290.028267,C11H14O5S2,3072913.0
290.046026,C11H14O7S1,12361626.0
290.061281,C15H14O4S1,1346722.0
290.064652,C12H18O4S2,2766756.0
290.082411,C12H18O6S1,5910445.0
290.097666,C16H18O3S1,5097397.0
290.118796,C13H22O5S1,15298496.0
290.155181,C14H26O4S1,12521426.0
292.007532,C10H12O6S2,1942935.0
292.025291,C10H12O8S1,1621409.0
292.0405459999999,C14H12O5S1,3254697.0
292.043917,C11H16O5S2,3777451.0
292.061676,C11H16O7S1,3793844.0
292.0769310000001,C15H16O4S1,1749436.0
292.080302,C12H20O4S2,4452286.000000001
292.1133160000001,C16H20O3S1,1429967.0
292.134446,C13H24O5S1,6594522.0
292.170831,C14H28O4S1,7934957.0
294.019811,C13H10O6S1,2192318.0
294.023182,C10H14O6S2,1916352.0
294.040941,C10H14O8S1,1516490.0
294.056196,C14H14O5S1,3710930.0
294.059567,C11H18O5S2,2588116.0
294.092581,C15H18O4S1,1687525.0
294.095952,C12H22O4S2,5008359.000000001
294.113711,C12H22O6S1,3135984.0
294.128966,C16H22O3S1,2468857.0
294.150096,C13H26O5S1,1820164.0
294.186481,C14H30O4S1,32552982.0
295.984688,C9H12O5S3,1154267.0
295.9990760000001,C12H8O7S1,1411555.0
296.0354610000001,C13H12O6S1,3801079.0
296.038832,C10H16O6S2,2345977.0
296.056591,C10H16O8S1,3014658.0
