weight,molecular,strength,C,H,O,N,S,P,Cl,Br,I,DBE,O/C,H/C,N/C,S/C,P/C,Cl/C,Br/C,I/C,Almod,NOSC,X/C,DBE-O,DBE/C
133.05276400000002,C8H7O1N1,2.77653291747478e-05,8,7,1,1,0,0,0,0,0,6.0,0.125,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,-0.25,0.0,5.0,0.75
137.99531,C6H2O4,2.40545958267591e-05,6,2,4,0,0,0,0,0,0,6.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,1.0,0.0,2.0,1.0
134.03678,C8H6O2,2.65632928986915e-05,8,6,2,0,0,0,0,0,0,6.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.25,0.0,4.0,0.75
147.032029,C8H5O2N1,2.73216744075716e-05,8,5,2,1,0,0,0,0,0,7.0,0.25,0.625,0.125,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.25,0.0,5.0,0.875
157.048742,C5H7O3N3,2.37535809425572e-05,5,7,3,3,0,0,0,0,0,4.0,0.6,1.4,0.6,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,1.6,0.0,1.0,0.8
155.999349,C5H4O2N2S1,2.63353104146248e-05,5,4,2,2,1,0,0,0,0,5.0,0.4,0.8,0.4,0.2,0.0,0.0,0.0,0.0,0.6666666666666666,1.6,0.0,3.0,1.0
150.06808,C9H10O2,2.3294337316941e-05,9,10,2,0,0,0,0,0,0,5.0,0.2222222222222222,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,-0.666666666666667,0.0,3.0,0.5555555555555556
166.02661,C8H6O4,3.31107597033318e-05,8,6,4,0,0,0,0,0,0,6.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.25,0.0,2.0,0.75
157.05613499999998,C7H11O1N1S1,2.37013540008718e-05,7,11,1,1,1,0,0,0,0,3.0,0.14285714285714285,1.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.1111111111111111,-0.5714285714285712,0.0,2.0,0.42857142857142855
168.078645,C9H12O3,2.78222364304606e-05,9,12,3,0,0,0,0,0,0,4.0,0.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,-0.666666666666667,0.0,1.0,0.4444444444444444
169.048742,C6H7O3N3,2.71794245507663e-05,6,7,3,3,0,0,0,0,0,5.0,0.5,1.1666666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.2,1.3333333333333335,0.0,2.0,0.8333333333333334
178.008851,C9H6O2S1,2.42495845345966e-05,9,6,2,0,1,0,0,0,0,7.0,0.2222222222222222,0.6666666666666666,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,5.0,0.7777777777777778
172.15756299999998,C9H20O1N2,2.63014390795153e-05,9,20,1,2,0,0,0,0,0,1.0,0.1111111111111111,2.2222222222222223,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,-0.23076923076923078,-1.333333333333333,0.0,0.0,0.1111111111111111
176.10486,C8H16O4,0.000148307584813247,8,16,4,0,0,0,0,0,0,1.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13333333333333333,-1.0,0.0,-3.0,0.125
178.062995,C10H10O3,3.4490513840932e-05,10,10,3,0,0,0,0,0,0,6.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,-0.40000000000000036,0.0,3.0,0.6
179.03309199999998,C7H5O3N3,2.41168537539772e-05,7,5,3,3,0,0,0,0,0,7.0,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,1.4285714285714284,0.0,4.0,1.0
180.04226,C9H8O4,5.3139359154416e-05,9,8,4,0,0,0,0,0,0,6.0,0.4444444444444444,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,2.0,0.6666666666666666
178.09938000000002,C11H14O2,3.50336984110961e-05,11,14,2,0,0,0,0,0,0,5.0,0.18181818181818182,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.38095238095238093,-0.9090909090909092,0.0,3.0,0.45454545454545453
180.078645,C10H12O3,2.39922038280455e-05,10,12,3,0,0,0,0,0,0,5.0,0.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,-0.5999999999999996,0.0,2.0,0.5
184.037175,C8H8O5,3.58659776906737e-05,8,8,5,0,0,0,0,0,0,5.0,0.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.0,0.0,0.625
182.021525,C8H6O5,3.13319478533109e-05,8,6,5,0,0,0,0,0,0,6.0,0.625,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.5,0.0,1.0,0.75
184.07356000000001,C9H12O4,2.65618059239224e-05,9,12,4,0,0,0,0,0,0,4.0,0.4444444444444444,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,-0.44444444444444464,0.0,0.0,0.4444444444444444
188.10486,C9H16O4,4.21147088265369e-05,9,16,4,0,0,0,0,0,0,2.0,0.4444444444444444,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8888888888888893,0.0,-2.0,0.2222222222222222
190.09938000000002,C12H14O2,4.22126053949423e-05,12,14,2,0,0,0,0,0,0,6.0,0.16666666666666666,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.43478260869565216,-0.833333333333333,0.0,4.0,0.5
190.074228,C10H10O2N2,3.63339115868668e-05,10,10,2,2,0,0,0,0,0,7.0,0.2,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,5.0,0.7
192.04226,C10H8O4,5.15024680766204e-05,10,8,4,0,0,0,0,0,0,7.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.0,0.0,3.0,0.7
192.078645,C11H12O3,4.362113615082e-05,11,12,3,0,0,0,0,0,0,6.0,0.2727272727272727,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,-0.5454545454545459,0.0,3.0,0.5454545454545454
