molecular weight,molecular formula,strength
133.05276400000002,C8H7O1N1,2.77653291747478e-05
137.99531,C6H2O4,2.40545958267591e-05
134.03678,C8H6O2,2.65632928986915e-05
147.032029,C8H5O2N1,2.73216744075716e-05
157.048742,C5H7O3N3,2.37535809425572e-05
155.999349,C5H4O2N2S1,2.63353104146248e-05
150.06808,C9H10O2,2.3294337316941e-05
166.02661,C8H6O4,3.31107597033318e-05
157.05613499999998,C7H11O1N1S1,2.37013540008718e-05
168.078645,C9H12O3,2.78222364304606e-05
169.048742,C6H7O3N3,2.71794245507663e-05
178.008851,C9H6O2S1,2.42495845345966e-05
172.15756299999998,C9H20O1N2,2.63014390795153e-05
176.10486,C8H16O4,0.000148307584813247
178.062995,C10H10O3,3.4490513840932e-05
179.03309199999998,C7H5O3N3,2.41168537539772e-05
180.04226,C9H8O4,5.3139359154416e-05
178.09938000000002,C11H14O2,3.50336984110961e-05
180.078645,C10H12O3,2.39922038280455e-05
184.037175,C8H8O5,3.58659776906737e-05
182.021525,C8H6O5,3.13319478533109e-05
184.07356000000001,C9H12O4,2.65618059239224e-05
188.10486,C9H16O4,4.21147088265369e-05
190.09938000000002,C12H14O2,4.22126053949423e-05
190.074228,C10H10O2N2,3.63339115868668e-05
192.04226,C10H8O4,5.15024680766204e-05
192.078645,C11H12O3,4.362113615082e-05
192.11503000000002,C12H16O2,3.06444901655901e-05
194.021525,C9H6O5,4.5528827273042e-05
194.05791,C10H10O4,4.05742517190131e-05
194.09429500000002,C11H14O3,3.29612577974477e-05
198.05282499999998,C9H10O5,3.30025274414493e-05
196.037175,C9H8O5,4.58897721157661e-05
198.01644,C8H6O6,5.46751725128657e-05
196.07356,C10H12O4,3.09255649619047e-05
198.064058,C8H10O4N2,2.43908471376618e-05
200.014331,C8H8O4S1,4.12887187189335e-05
198.08921,C10H14O4,2.68622723338243e-05
200.03209,C8H8O6,2.4520884300052e-05
200.068475,C9H12O5,3.3282761243837e-05
200.08373,C13H12O2,2.9076853109418e-05
202.02661,C11H6O4,2.90071359317188e-05
202.04774,C8H10O6,2.51725936517253e-05
202.062995,C12H10O3,3.52666049755458e-05
202.09938000000002,C13H14O2,3.59377912590309e-05
203.069477,C10H9O2N3,8.04751598222942e-05
204.04226,C11H8O4,2.64982316583842e-05
204.11503000000002,C13H16O2,4.57630745524475e-05
204.078645,C12H12O3,2.88699198501565e-05
206.021525,C10H6O5,6.14815557520973e-05
206.05791,C11H10O4,4.99870457738159e-05
206.09429500000002,C12H14O3,5.63151716116951e-05
208.00079,C9H4O6,4.37147424313671e-05
206.11542500000002,C9H18O5,2.58371616786561e-05
208.037175,C10H8O5,4.93314605370886e-05
208.07356,C11H12O4,6.13508482322293e-05
208.109945,C12H16O3,5.20903959613533e-05
210.01644,C9H6O6,4.29971795987307e-05
210.05282499999998,C10H10O5,6.21306446154481e-05
210.08921,C11H14O4,5.75005952106179e-05
210.125595,C12H18O3,2.83332072767333e-05
211.08445899999998,C10H13O4N1,2.8529402628031e-05
212.03209,C9H8O6,5.98277472892237e-05
212.06847499999998,C10H12O5,5.22522202565126e-05
212.10486,C11H16O4,4.75160837337291e-05
212.141245,C12H20O3,2.97811550523101e-05
214.04774,C9H10O6,4.5843163988577e-05
214.062995,C13H10O3,3.31253369313962e-05
214.12051,C11H18O4,3.2208543856335e-05
214.08412500000003,C10H14O5,3.28946486407823e-05
216.04226,C12H8O4,3.54778772759368e-05
216.06339000000003,C9H12O6,4.1955626902878e-05
216.078645,C13H12O3,5.38000878612463e-05
216.09977500000002,C10H16O5,3.15469497789425e-05
216.11503000000002,C14H16O2,2.62177784662764e-05
216.13616,C11H20O4,2.69200205834638e-05
218.021525,C11H6O5,2.79081518824888e-05
218.05791,C12H10O4,7.82062679026748e-05
218.09429500000002,C13H14O3,8.05530066079523e-05
218.13068,C14H18O2,3.04115836011404e-05
219.064392,C10H9O3N3,8.35325749606626e-05
220.07356,C12H12O4,6.20500554582896e-05
