reasult,count
278.392117,1.0
701.336638,1.0
-160.986142,4.0
-141.817029,1.0
-103.04557,3.0
-81.111993,1.0
267.325144,1.0
-84.689781,7.0
152.431458,3.0
168.20893,41.0
233.187861,6.0
514.919963,1.0
193.313334,2.0
296.474585,2.0
230.403134,1.0
151.301433,2.0
105.985734,1.0
-136.866621,7.0
189.040607,1.0
79.951458,1.0
202.385969,1.0
84.344357,1.0
423.870371,1.0
134.098317,4.0
215.332733,24.0
40.139119,11.0
64.117989,1.0
75.19935,1.0
123.045297,1.0
69.409599,6.0
-50.923525,1.0
-85.041531,1.0
-104.0626,2.0
6.217642,37.0
-171.731707,1.0
58.149684,12.0
251.394739,1.0
265.466267,1.0
-16.839616,1.0
-10.758785,1.0
-11.832679,2.0
134.091791,1.0
101.09059,1.0
-113.135704,2.0
230.380017,17.0
82.084125,1.0
184.955163,1.0
157.160583,4.0
23.294964,4.0
154.166792,3.0
104.275552,22.0
-143.769806,1.0
187.18173,1.0
242.380017,27.0
154.303086,1.0
-82.754763,1.0
386.135219,1.0
110.337757,9.0
194.192217,4.0
227.242204,1.0
114.207745,1.0
275.183171,1.0
153.259568,67.0
415.460059,1.0
100.097544,1.0
13.070054,3.0
-155.851305,1.0
29.341914,8.0
143.993991,1.0
419.458996,8.0
370.417465,15.0
-4.899635,3.0
77.998681,1.0
314.270862,2.0
33.202053,28.0
221.431323,4.0
-4.802364,1.0
113.341914,1.0
264.444132,1.0
-54.940906,3.0
292.301767,2.0
186.245983,2.0
239.416736,20.0
487.521596,1.0
-146.011628,6.0
284.51097,2.0
532.401542,1.0
48.241944,1.0
-52.707344,2.0
-187.774891,1.0
89.355182,1.0
16.25864,1.0
111.081682,1.0
71.290473,11.0
214.242933,1.0
183.158292,1.0
-43.956816,3.0
172.195983,2.0
574.935687,1.0
411.515448,1.0
22.277067,1.0
234.292265,50.0
94.023239,1.0
143.217052,1.0
117.169039,3.0
15.156439,14.0
-147.97966,4.0
362.262602,1.0
209.227617,2.0
117.182776,1.0
253.345228,1.0
70.12051,1.0
100.339272,1.0
8.204769,4.0
77.221742,1.0
-157.807453,1.0
136.131075,2.0
242.15181,3.0
77.087435,1.0
180.248686,1.0
-84.769944,1.0
159.15981,1.0
-242.881131,1.0
46.143158,3.0
242.201463,1.0
-43.786775,2.0
118.349837,2.0
117.147909,1.0
216.216323,1.0
150.244647,13.0
158.286117,50.0
548.267508,1.0
-29.045175,1.0
-154.804416,9.0
245.308249,2.0
-153.746763,1.0
1.358232,1.0
-54.678349,1.0
493.875851,1.0
329.593104,1.0
-75.832483,2.0
513.992078,1.0
-352.370515,2.0
261.291931,48.0
83.080892,3.0
-66.759848,1.0
-35.888341,1.0
51.170358,1.0
431.454974,1.0
714.357039,1.0
248.442222,10.0
236.154513,2.0
-128.861536,5.0
328.213091,1.0
90.020462,2.0
-284.877308,1.0
-86.000395,11.0
-7.867407,1.0
8.076519,7.0
134.178298,2.0
241.411256,7.0
-111.908226,3.0
-127.136099,2.0
176.123486,6.0
503.516511,1.0
138.077977,8.0
149.145601,10.0
174.104465,2.0
167.152144,1.0
-28.990164,5.0
187.384569,3.0
-35.746172,6.0
432.932242,1.0
155.228069,1.0
242.319347,1.0
33.075139,7.0
9.090863,1.0
124.153723,4.0
169.222805,1.0
312.467647,1.0
162.194994,1.0
15.171694,1.0
-61.935487,2.0
124.16746,2.0
-95.951731,1.0
-169.771068,1.0
-23.803687,1.0
279.350981,1.0
-100.847995,1.0
-137.963632,1.0
118.156895,11.0
-137.047679,3.0
268.093354,1.0
206.254439,1.0
-173.944537,1.0
157.141306,1.0
304.501451,2.0
164.242538,1.0
-63.816361,1.0
263.253437,1.0
98.073165,17.0
110.018154,1.0
-36.112526,1.0
66.114362,11.0
219.498809,1.0
523.997558,1.0
131.072163,1.0
17.062934,4.0
570.384647,1.0
177.451859,2.0
11.31359,1.0
-199.17901,1.0
-126.010565,1.0
432.312727,1.0
55.098378,5.0
69.191289,1.0
-104.777533,1.0
54.111858,8.0
-0.882723,6.0
328.330975,1.0
424.52193,1.0
-8.681598,1.0
-63.664295,1.0
156.205559,2.0
-242.032758,2.0
169.120176,9.0
-56.902412,47.0
301.846342,1.0
131.301706,36.0
-217.815315,1.0
44.914344,1.0
-37.907362,1.0
-11.968322,1.0
114.114362,28.0
-114.861141,3.0
356.306579,1.0
-95.840072,2.0
-85.826332,1.0
297.313061,15.0
184.280637,27.0
14.153328,1.0
138.271135,46.0
231.281366,69.0
-76.984806,1.0
-46.980466,1.0
114.093232,26.0
334.344695,15.0
0.017759,1.0
37.018414,1.0
59.301706,3.0
-107.915346,1.0
60.133656,7.0
110.270345,1.0
150.158609,3.0
131.138407,5.0
-113.014665,1.0
117.260904,13.0
9.202053,6.0
204.393359,1.0
463.354926,2.0
-119.820579,1.0
-37.980601,2.0
-149.927247,1.0
286.465734,1.0
-58.943214,34.0
348.287575,1.0
194.290824,1.0
451.448826,1.0
0.414623,1.0
18.167338,1.0
128.28091,2.0
103.08511,1.0
-81.035383,1.0
179.982758,1.0
-112.895613,1.0
60.112526,5.0
305.437198,2.0
46.135765,23.0
432.430611,1.0
153.001718,1.0
18.115698,1.0
784.362519,1.0
-141.775286,1.0
55.198972,1.0
-59.019355,4.0
225.328316,43.0
32.059229,1.0
-114.071451,1.0
78.123091,6.0
94.980983,1.0
173.297016,31.0
646.925838,1.0
203.492661,1.0
387.348778,2.0
149.272515,2.0
112.259507,11.0
203.358354,1.0
109.145328,6.0
62.997679,1.0
-408.809819,1.0
145.988511,1.0
112.040546,1.0
-53.808377,3.0
-55.626847,2.0
103.97661,1.0
457.380746,1.0
141.949349,1.0
312.324827,1.0
88.135097,44.0
158.138073,3.0
-105.13399,2.0
-178.153524,1.0
68.170419,8.0
309.240291,3.0
106.081621,6.0
123.08704,1.0
-163.768365,2.0
61.062661,13.0
281.099836,1.0
349.356461,1.0
-88.648311,1.0
55.052096,22.0
55.140121,62.0
668.336304,1.0
-2.048664,1.0
589.307325,1.0
148.121178,1.0
98.472533,1.0
-54.050321,3.0
567.33823,1.0
1.346999,10.0
147.160978,10.0
113.210509,1.0
-43.884913,1.0
-51.839478,20.0
311.289822,1.0
316.468437,7.0
264.17842,1.0
116.483098,2.0
-67.787642,1.0
200.223912,31.0
2.116943,4.0
2.149957,50.0
143.105862,2.0
50.142564,1.0
451.391311,2.0
251.366614,2.0
-19.707479,1.0
-13.626648,1.0
54.031695,2.0
65.099319,4.0
26.476555,1.0
-30.995917,3.0
238.035856,1.0
326.352361,1.0
251.381218,1.0
2.342248,6.0
-99.112192,1.0
-214.850698,1.0
16.020067,7.0
678.284269,1.0
237.19738,2.0
-218.13068,5.0
-155.809562,1.0
33.116015,4.0
14.222727,5.0
122.013663,2.0
42.150747,5.0
656.315174,1.0
48.064908,5.0
-78.19249,1.0
-124.990164,4.0
356.4382,19.0
173.155498,2.0
634.962223,1.0
51.12658,5.0
80.13537,36.0
29.813385,1.0
-132.798936,5.0
-192.030376,1.0
226.291202,21.0
251.250066,13.0
166.130407,3.0
-372.69816,1.0
114.318068,1.0
65.958925,1.0
162.029708,1.0
125.399429,1.0
-70.939192,3.0
69.132654,3.0
42.27429,1.0
312.364367,14.0
174.340534,2.0
-138.991426,1.0
163.237861,1.0
52.302887,1.0
-155.999133,1.0
-335.666526,1.0
3.133973,26.0
18.202387,39.0
111.123425,1.0
631.29676,1.0
23.062266,47.0
141.107502,8.0
122.217369,9.0
151.290669,1.0
337.392846,1.0
66.199016,2.0
-164.071846,1.0
-42.904521,1.0
-202.09938,2.0
181.156561,21.0
264.296304,1.0
-62.773494,1.0
-104.785395,1.0
-166.741543,1.0
95.991487,1.0
263.489506,1.0
205.211572,1.0
-66.013936,3.0
49.393281,1.0
157.944264,1.0
-93.704034,1.0
111.213954,10.0
34.260175,12.0
17.279908,2.0
90.103129,1.0
221.270528,3.0
139.081955,1.0
242.243206,1.0
43.075213,1.0
465.955693,1.0
-40.049926,1.0
12.189787,1.0
97.070054,1.0
-72.650025,1.0
162.154118,4.0
261.386698,1.0
-65.6831,1.0
-112.745366,1.0
103.389458,1.0
285.401086,26.0
15.275491,2.0
260.369452,36.0
263.261299,1.0
119.146269,5.0
169.265716,73.0
-34.918062,40.0
116.983092,1.0
439.343693,2.0
129.205424,1.0
160.076931,1.0
-334.417465,1.0
159.22048,3.0
305.499204,1.0
354.440309,2.0
0.069399,2.0
44.054738,2.0
52.012674,2.0
137.275886,78.0
389.949545,1.0
460.510697,1.0
554.932637,1.0
332.317812,11.0
-18.872158,1.0
-189.152616,1.0
-94.329574,1.0
-231.85525,1.0
-139.814647,1.0
-91.9687,1.0
384.895857,1.0
-66.777138,1.0
106.197302,124.0
148.396787,1.0
0.036385,14.0
329.375661,6.0
492.51176,1.0
451.380078,1.0
84.070783,1.0
400.380412,4.0
-50.989769,1.0
-99.777472,2.0
-62.194204,1.0
231.296621,2.0
231.314596,1.0
231.223851,4.0
-108.995249,4.0
118.207199,6.0
-80.922206,1.0
-176.035461,1.0
116.206153,1.0
-52.95715,4.0
-84.148911,1.0
396.357841,1.0
-24.779841,1.0
-184.949288,1.0
-41.918001,2.0
748.289749,1.0
181.214076,6.0
-439.768015,1.0
96.122423,7.0
113.127842,2.0
303.376133,1.0
83.035778,1.0
726.320654,1.0
-79.717376,1.0
47.255424,4.0
-32.026215,4.0
105.332807,1.0
433.389475,1.0
-21.860807,2.0
388.33413,2.0
-175.949423,2.0
-152.813918,1.0
74.38853,3.0
267.266111,24.0
-30.871507,2.0
588.883973,1.0
-160.020752,1.0
356.474585,5.0
421.307976,1.0
-103.964678,21.0
12.092564,1.0
-124.792984,1.0
-62.971143,1.0
125.472199,4.0
-105.848923,1.0
481.950608,1.0
389.375661,6.0
47.150291,2.0
62.32786,1.0
448.547082,1.0
-25.939509,1.0
-309.349446,1.0
-152.887157,2.0
284.286785,1.0
223.228663,17.0
143.133049,1.0
141.176901,52.0
38.302492,1.0
-77.958925,1.0
301.323231,28.0
123.270133,3.0
301.202192,1.0
-103.932315,1.0
-267.111541,1.0
77.003432,1.0
159.198699,14.0
60.409265,1.0
159.075807,1.0
131.150808,2.0
69.19466,2.0
-20.735273,1.0
219.350981,1.0
274.410254,1.0
240.44837,5.0
146.370771,2.0
47.070995,1.0
535.961173,1.0
476.505612,1.0
570.927552,1.0
84.993262,2.0
82.260175,6.0
88.049926,1.0
51.336161,1.0
36.04226,1.0
248.369452,39.0
736.326134,1.0
68.218037,106.0
-189.811671,1.0
-2.916999,73.0
278.198092,1.0
398.397125,2.0
6.406562,1.0
137.082728,2.0
-193.037509,2.0
-97.928492,1.0
110.122818,5.0
204.263074,2.0
311.213681,1.0
175.337818,8.0
16.158214,1.0
273.186147,2.0
89.178615,3.0
-45.733893,1.0
214.273443,1.0
-0.890116,4.0
48.02113,9.0
403.100231,1.0
1.233822,1.0
454.901337,1.0
24.823221,1.0
-80.059229,1.0
104.311937,8.0
107.18918,4.0
-134.149306,1.0
115.306791,12.0
650.01802,1.0
49.404514,3.0
689.338625,1.0
491.932971,1.0
-77.775363,2.0
48.365487,1.0
230.311269,1.0
74.184824,1.0
519.301845,1.0
-37.831221,1.0
131.093293,3.0
327.094083,1.0
105.295953,12.0
-100.931998,1.0
267.269482,1.0
128.335054,1.0
373.381613,1.0
31.056118,10.0
78.457082,1.0
201.274172,1.0
300.285071,1.0
-293.354531,1.0
170.195588,3.0
170.122818,5.0
130.248291,1.0
313.405898,16.0
76.158214,1.0
608.278789,1.0
401.448431,15.0
228.193675,7.0
175.070722,1.0
30.231379,1.0
591.956409,1.0
229.218098,2.0
-71.860335,1.0
148.388925,1.0
129.368723,3.0
167.279925,1.0
94.168779,2.0
297.375465,1.0
-29.694333,1.0
25.168445,1.0
152.971859,1.0
431.074485,1.0
143.203784,19.0
82.259308,1.0
405.419712,1.0
136.128571,5.0
52.259507,41.0
533.945523,1.0
-175.887417,1.0
63.252843,1.0
96.254044,1.0
180.524295,1.0
-31.993201,1.0
249.447368,1.0
-141.08235,1.0
191.108548,1.0
80.166397,15.0
114.394678,1.0
154.291202,65.0
74.433644,1.0
-116.994976,1.0
385.547416,1.0
-212.108231,1.0
118.977612,1.0
331.228012,1.0
-54.927169,1.0
430.369847,1.0
137.112587,9.0
420.884624,1.0
289.181062,2.0
162.071451,1.0
329.413564,1.0
326.388095,1.0
23.443875,1.0
154.262679,2.0
-1.864235,2.0
110.063785,1.0
-11.844563,70.0
194.364245,1.0
17.208474,8.0
223.185752,2.0
5.378299,5.0
-261.9961,1.0
-410.78658,1.0
-0.911246,8.0
62.124805,10.0
126.23475,58.0
-280.945266,2.0
194.206821,1.0
403.388807,2.0
340.412775,1.0
49.200808,1.0
16.355394,2.0
-10.024106,1.0
266.532552,1.0
120.271803,2.0
105.071768,1.0
87.139848,38.0
0.044247,1.0
100.175504,1.0
13.96401,1.0
391.406566,3.0
479.349841,1.0
21.180923,44.0
19.049592,1.0
228.412852,1.0
-36.705036,11.0
-73.721415,1.0
-4.834258,1.0
151.073226,6.0
162.14085,8.0
663.024502,1.0
424.380412,2.0
221.312271,3.0
-146.912977,1.0
-41.771992,5.0
118.200673,1.0
68.225032,1.0
12.311343,6.0
84.368858,4.0
101.226233,1.0
-24.676044,2.0
-212.141245,4.0
33.899696,1.0
390.444331,1.0
141.259568,61.0
-153.045965,1.0
181.20755,1.0
-306.27701,2.0
109.125534,9.0
24.202188,1.0
607.951324,1.0
98.316627,1.0
-192.831299,1.0
-77.650953,1.0
-16.881876,1.0
30.224853,2.0
-158.026232,1.0
-184.182715,4.0
425.434043,1.0
512.885687,1.0
418.406232,1.0
-194.007137,1.0
-1.05026,1.0
96.017759,1.0
-187.040212,1.0
17.134368,55.0
245.306913,11.0
48.086038,7.0
211.222137,2.0
-46.924588,2.0
386.473917,6.0
-164.869398,1.0
310.381947,1.0
149.193219,4.0
274.418116,1.0
199.446973,1.0
309.483753,2.0
-65.800984,1.0
134.975898,1.0
-50.876123,1.0
288.412852,1.0
135.285388,33.0
175.157229,2.0
210.135492,6.0
44.204118,1.0
-67.132728,1.0
387.382659,2.0
-49.858226,1.0
-166.048607,1.0
379.442951,3.0
603.951003,1.0
64.22848,1.0
669.013937,1.0
85.096542,5.0
-80.788766,1.0
94.293189,1.0
207.292599,2.0
186.244647,48.0
3.145206,86.0
309.346942,1.0
53.113238,5.0
-58.681993,1.0
199.061342,1.0
106.164288,3.0
-124.106574,2.0
-22.916726,1.0
639.309755,1.0
136.266718,2.0
-187.817151,1.0
-17.847266,3.0
8.175777,1.0
85.220085,1.0
-121.749938,1.0
243.426906,9.0
187.255151,82.0
111.039422,1.0
231.196712,1.0
157.450796,1.0
123.212618,72.0
305.460315,2.0
-64.006148,5.0
-300.085387,1.0
247.13947,1.0
191.359221,24.0
-21.878566,1.0
72.097271,5.0
194.975898,1.0
-374.64104,1.0
143.098651,3.0
204.154786,2.0
303.258249,1.0
244.410922,13.0
197.202465,1.0
-290.282095,2.0
176.113589,1.0
72.148911,1.0
592.322246,1.0
334.06887,1.0
392.404319,1.0
-72.734028,1.0
-126.954174,2.0
-134.690176,1.0
55.070722,8.0
237.262939,1.0
298.418332,1.0
-62.705431,1.0
107.238833,16.0
-112.829369,1.0
81.107502,4.0
-138.863645,1.0
217.548067,1.0
-265.156561,1.0
181.265716,83.0
37.136767,1.0
-89.926778,1.0
166.237058,1.0
-71.683299,1.0
22.045236,1.0
118.96975,1.0
324.291597,2.0
155.519149,3.0
328.307642,2.0
-216.856451,1.0
57.077643,1.0
213.240291,1.0
-23.603136,1.0
70.368463,4.0
203.268692,1.0
-100.113316,1.0
222.216124,1.0
-53.76797,2.0
-112.152856,1.0
-177.754156,1.0
4.339272,2.0
-169.986476,1.0
132.242811,1.0
-72.798936,8.0
