result,count
0,-12.000016,4,,"145.014205,C5H6N0O5S0P0-157.014221,C6H6O5N0S0P0","151.040018,C8H8N0O3S0P0-163.040034,C9H8O3N0S0P0","171.06624,C8H12N0O4S0P0-183.066256,C9H12O4N0S0P0","201.113223,C10H18N0O4S0P0-213.113239,C11H18O4N0S0P0"
0,-9.984374,2,,"147.029847,C5H8N0O5S0P0-157.014221,C6H6O5N0S0P0","195.033223,C6H12N0O5S1P0-205.017597,C7H10O5N0S1P0"
0,-6.007214,1,,"151.007007,C4H8N0O4S1P0-157.014221,C6H6O5N0S0P0"
0,-5.988138,1,,"151.026083,C5H4N4O2S0P0-157.014221,C6H6O5N0S0P0"
0,-5.974203,1,,"151.040018,C8H8N0O3S0P0-157.014221,C6H6O5N0S0P0"
0,-3.994928,1,,"153.019293,C7H6N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,-2.963292,1,,"154.050929,C7H9N1O3S0P0-157.014221,C6H6O5N0S0P0"
0,-2.4e-05,1,,"157.014197,C6H6N0O5S0P0-157.014221,C6H6O5N0S0P0"
0,0.036384,4,,"157.050605,C7H10N0O4S0P0-157.014221,C6H6O5N0S0P0","199.09754,C10H16N0O4S0P0-199.061156,C9H12O5N0S0P0","202.072077,C8H13N1O5S0P0-202.035693,C7H9O6N1S0P0","202.10847,C9H17N1O4S0P0-202.072086,C8H13O5N1S0P0"
0,1.068041,1,,"158.082262,C7H13N1O3S0P0-157.014221,C6H6O5N0S0P0"
0,2.015637,1,,"159.029858,C6H8N0O5S0P0-157.014221,C6H6O5N0S0P0"
0,3.047269,1,,"160.06149,C6H11N1O4S0P0-157.014221,C6H6O5N0S0P0"
0,4.031295,1,,"161.045516,C6H10N0O5S0P0-157.014221,C6H6O5N0S0P0"
0,5.005423,2,,"162.019644,C8H5N1O3S0P0-157.014221,C6H6O5N0S0P0","182.045851,C8H9N1O4S0P0-177.040428,C6H10O6N0S0P0"
0,6.025808,2,,"163.040029,C9H8N0O3S0P0-157.014221,C6H6O5N0S0P0","197.081912,C10H14N0O4S0P0-191.056104,C7H12O6N0S0P0"
0,8.00507,1,,"165.019291,C8H6N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,8.041465,1,,"165.055686,C9H10N0O3S0P0-157.014221,C6H6O5N0S0P0"
0,8.967059,1,,"165.98128,C5H2N3O2S0P1-157.014221,C6H6O5N0S0P0"
0,9.003405,1,,"166.017626,C6H6N3O1S0P1-157.014221,C6H6O5N0S0P0"
0,10.020731,1,,"167.034952,C8H8N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,11.991923,1,,"169.006144,C7H7N0O3S0P1-157.014221,C6H6O5N0S0P0"
0,12.036375,1,,"169.050596,C8H10N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,12.072743,1,,"169.086964,C9H14N0O3S0P0-157.014221,C6H6O5N0S0P0"
0,13.031641,1,,"170.045862,C7H9N1O4S0P0-157.014221,C6H6O5N0S0P0"
0,14.015645,2,,"171.029866,C7H8N0O5S0P0-157.014221,C6H6O5N0S0P0","201.040427,C8H10N0O6S0P0-187.024782,C7H8O6N0S0P0"
0,14.026946,1,,"171.041167,C6H8N2O4S0P0-157.014221,C6H6O5N0S0P0"
0,14.052019,1,,"171.06624,C8H12N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,15.083656,1,,"172.097877,C8H15N1O3S0P0-157.014221,C6H6O5N0S0P0"
0,15.994913,2,,"173.009134,C6H6N0O6S0P0-157.014221,C6H6O5N0S0P0","189.040408,C7H10N0O6S0P0-173.045495,C7H10O5N0S0P0"
0,16.031293,1,,"173.045514,C7H10N0O5S0P0-157.014221,C6H6O5N0S0P0"
0,16.06769,1,,"173.081911,C8H14N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,17.026546,1,,"174.040767,C6H9N1O5S0P0-157.014221,C6H6O5N0S0P0"
0,17.062923,1,,"174.077144,C7H13N1O4S0P0-157.014221,C6H6O5N0S0P0"
0,18.010563,1,,"175.024784,C6H8N0O6S0P0-157.014221,C6H6O5N0S0P0"
0,18.046939,1,,"175.06116,C7H12N0O5S0P0-157.014221,C6H6O5N0S0P0"
0,20.008432,1,,"177.022653,C6H10N0O4S1P0-157.014221,C6H6O5N0S0P0"
0,20.026199,1,,"177.04042,C6H10N0O6S0P0-157.014221,C6H6O5N0S0P0"
0,20.041434,1,,"177.055655,C10H10N0O3S0P0-157.014221,C6H6O5N0S0P0"
0,21.987696,1,,"179.001917,C5H8N0O5S1P0-157.014221,C6H6O5N0S0P0"
0,22.020731,1,,"179.034952,C9H8N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,22.024105,1,,"179.038326,C6H12N0O4S1P0-157.014221,C6H6O5N0S0P0"
0,22.057097,1,,"179.071318,C10H12N0O3S0P0-157.014221,C6H6O5N0S0P0"
0,23.999953,1,,"181.014174,C8H6N0O5S0P0-157.014221,C6H6O5N0S0P0"
0,24.036381,1,,"181.050602,C9H10N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,24.072766,1,,"181.086987,C10H14N0O3S0P0-157.014221,C6H6O5N0S0P0"
0,25.03163,1,,"182.045851,C8H9N1O4S0P0-157.014221,C6H6O5N0S0P0"
0,26.015654,1,,"183.029875,C8H8N0O5S0P0-157.014221,C6H6O5N0S0P0"
0,26.052027,1,,"183.066248,C9H12N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,27.047272,1,,"184.061493,C8H11N1O4S0P0-157.014221,C6H6O5N0S0P0"
0,28.031309,1,,"185.04553,C8H10N0O5S0P0-157.014221,C6H6O5N0S0P0"
0,28.06769,2,,"185.081911,C9H14N0O4S0P0-157.014221,C6H6O5N0S0P0","199.09754,C10H16N0O4S0P0-171.02985,C7H8O5N0S0P0"
0,29.026544,1,,"186.040765,C7H9N1O5S0P0-157.014221,C6H6O5N0S0P0"
0,29.062931,1,,"186.077152,C8H13N1O4S0P0-157.014221,C6H6O5N0S0P0"
0,29.09932,1,,"186.113541,C9H17N1O3S0P0-157.014221,C6H6O5N0S0P0"
0,30.010564,1,,"187.024785,C7H8N0O6S0P0-157.014221,C6H6O5N0S0P0"
0,30.046943,1,,"187.061164,C8H12N0O5S0P0-157.014221,C6H6O5N0S0P0"
0,30.058193,1,,"187.072414,C7H12N2O4S0P0-157.014221,C6H6O5N0S0P0"
0,30.083345,1,,"187.097566,C9H16N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,30.119718,1,,"187.133939,C10H20N0O3S0P0-157.014221,C6H6O5N0S0P0"
0,31.042193,1,,"188.056414,C7H11N1O5S0P0-157.014221,C6H6O5N0S0P0"
0,31.078587,1,,"188.092808,C8H15N1O4S0P0-157.014221,C6H6O5N0S0P0"
0,32.026187,1,,"189.040408,C7H10N0O6S0P0-157.014221,C6H6O5N0S0P0"
0,32.062601,1,,"189.076822,C8H14N0O5S0P0-157.014221,C6H6O5N0S0P0"
0,34.02075,1,,"191.034971,C10H8N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,34.04186,1,,"191.056081,C7H12N0O6S0P0-157.014221,C6H6O5N0S0P0"
0,36.036385,1,,"193.050606,C10H10N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,36.057519,1,,"193.07174,C7H14N0O6S0P0-157.014221,C6H6O5N0S0P0"
0,36.072774,1,,"193.086995,C11H14N0O3S0P0-157.014221,C6H6O5N0S0P0"
0,37.031643,1,,"194.045864,C9H9N1O4S0P0-157.014221,C6H6O5N0S0P0"
0,37.953368,1,,"194.967589,C8H5N0O2S1P1-157.014221,C6H6O5N0S0P0"
0,37.964879,1,,"194.9791,C5H8N0O4S2P0-157.014221,C6H6O5N0S0P0"
0,38.001271,1,,"195.015492,C6H12N0O3S2P0-157.014221,C6H6O5N0S0P0"
0,38.015644,1,,"195.029865,C9H8N0O5S0P0-157.014221,C6H6O5N0S0P0"
0,38.019002,1,,"195.033223,C6H12N0O5S1P0-157.014221,C6H6O5N0S0P0"
0,38.052041,1,,"195.066262,C10H12N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,40.031299,1,,"197.04552,C9H10N0O5S0P0-157.014221,C6H6O5N0S0P0"
0,40.067691,1,,"197.081912,C10H14N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,41.026581,1,,"198.040802,C8H9N1O5S0P0-157.014221,C6H6O5N0S0P0"
0,41.062919,1,,"198.07714,C9H13N1O4S0P0-157.014221,C6H6O5N0S0P0"
0,41.903654,1,,"198.917875,C6H2N0O2S1P2-157.014221,C6H6O5N0S0P0"
0,42.010555,1,,"199.024776,C8H8N0O6S0P0-157.014221,C6H6O5N0S0P0"
0,42.03889,1,,"199.053111,C9H13N0O3S0P1-157.014221,C6H6O5N0S0P0"
0,42.046937,1,,"199.061158,C9H12N0O5S0P0-157.014221,C6H6O5N0S0P0"
0,42.083319,1,,"199.09754,C10H16N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,43.042191,1,,"200.056412,C8H11N1O5S0P0-157.014221,C6H6O5N0S0P0"
0,44.026206,1,,"201.040427,C8H10N0O6S0P0-157.014221,C6H6O5N0S0P0"
0,44.054523,1,,"201.068744,C9H15N0O3S0P1-157.014221,C6H6O5N0S0P0"
0,44.062596,1,,"201.076817,C9H14N0O5S0P0-157.014221,C6H6O5N0S0P0"
0,44.073749,1,,"201.08797,C8H14N2O4S0P0-157.014221,C6H6O5N0S0P0"
0,44.089096,1,,"201.103317,C12H14N2O1S0P0-157.014221,C6H6O5N0S0P0"
0,44.099002,1,,"201.113223,C10H18N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,44.135378,1,,"201.149599,C11H22N0O3S0P0-157.014221,C6H6O5N0S0P0"
0,45.036739,1,,"202.05096,C11H9N1O3S0P0-157.014221,C6H6O5N0S0P0"
0,45.057856,1,,"202.072077,C8H13N1O5S0P0-157.014221,C6H6O5N0S0P0"
0,45.094249,1,,"202.10847,C9H17N1O4S0P0-157.014221,C6H6O5N0S0P0"
0,45.997405,1,,"203.011626,C7H9N0O5S0P1-157.014221,C6H6O5N0S0P0"
0,46.00548,1,,"203.019701,C7H8N0O7S0P0-157.014221,C6H6O5N0S0P0"
0,46.04187,1,,"203.056091,C8H12N0O6S0P0-157.014221,C6H6O5N0S0P0"
0,46.078265,1,,"203.092486,C9H16N0O5S0P0-157.014221,C6H6O5N0S0P0"
0,46.114637,1,,"203.128858,C10H20N0O4S0P0-157.014221,C6H6O5N0S0P0"
0,-18.025829,1,,"145.014205,C5H6N0O5S0P0-163.040034,C9H8O3N0S0P0"
0,-16.010187,1,,"147.029847,C5H8N0O5S0P0-163.040034,C9H8O3N0S0P0"
0,-12.033027,1,,"151.007007,C4H8N0O4S1P0-163.040034,C9H8O3N0S0P0"
0,-12.013951,1,,"151.026083,C5H4N4O2S0P0-163.040034,C9H8O3N0S0P0"
0,-12.000016,4,,"145.014205,C5H6N0O5S0P0-157.014221,C6H6O5N0S0P0","151.040018,C8H8N0O3S0P0-163.040034,C9H8O3N0S0P0","171.06624,C8H12N0O4S0P0-183.066256,C9H12O4N0S0P0","201.113223,C10H18N0O4S0P0-213.113239,C11H18O4N0S0P0"
0,-10.020741,4,,"153.019293,C7H6N0O4S0P0-163.040034,C9H8O3N0S0P0","157.014197,C6H6N0O5S0P0-167.034938,C8H8O4N0S0P0","175.06116,C7H12N0O5S0P0-185.081901,C9H14O4N0S0P0","203.128858,C10H20N0O4S0P0-213.149599,C12H22O3N0S0P0"
0,-8.989105,1,,"154.050929,C7H9N1O3S0P0-163.040034,C9H8O3N0S0P0"
0,-6.025837,1,,"157.014197,C6H6N0O5S0P0-163.040034,C9H8O3N0S0P0"
0,-5.989429,1,,"157.050605,C7H10N0O4S0P0-163.040034,C9H8O3N0S0P0"
0,-4.957772,1,,"158.082262,C7H13N1O3S0P0-163.040034,C9H8O3N0S0P0"
0,-4.010176,1,,"159.029858,C6H8N0O5S0P0-163.040034,C9H8O3N0S0P0"
0,-2.978544,1,,"160.06149,C6H11N1O4S0P0-163.040034,C9H8O3N0S0P0"
0,-1.994518,1,,"161.045516,C6H10N0O5S0P0-163.040034,C9H8O3N0S0P0"
0,-1.02039,1,,"162.019644,C8H5N1O3S0P0-163.040034,C9H8O3N0S0P0"
0,-5e-06,1,,"163.040029,C9H8N0O3S0P0-163.040034,C9H8O3N0S0P0"
0,1.979257,3,,"165.019291,C8H6N0O4S0P0-163.040034,C9H8O3N0S0P0","191.056081,C7H12N0O6S0P0-189.076824,C8H14O5N0S0P0","197.04552,C9H10N0O5S0P0-195.066263,C10H12O4N0S0P0"
0,2.015652,2,,"165.055686,C9H10N0O3S0P0-163.040034,C9H8O3N0S0P0","179.071318,C10H12N0O3S0P0-177.055666,C10H10O3N0S0P0"
0,2.941246,1,,"165.98128,C5H2N3O2S0P1-163.040034,C9H8O3N0S0P0"
0,2.977592,1,,"166.017626,C6H6N3O1S0P1-163.040034,C9H8O3N0S0P0"
0,3.994918,1,,"167.034952,C8H8N0O4S0P0-163.040034,C9H8O3N0S0P0"
0,5.96611,1,,"169.006144,C7H7N0O3S0P1-163.040034,C9H8O3N0S0P0"
0,6.010562,1,,"169.050596,C8H10N0O4S0P0-163.040034,C9H8O3N0S0P0"
0,6.04693,1,,"169.086964,C9H14N0O3S0P0-163.040034,C9H8O3N0S0P0"
0,7.005828,1,,"170.045862,C7H9N1O4S0P0-163.040034,C9H8O3N0S0P0"
0,7.989832,1,,"171.029866,C7H8N0O5S0P0-163.040034,C9H8O3N0S0P0"
0,8.001133,1,,"171.041167,C6H8N2O4S0P0-163.040034,C9H8O3N0S0P0"
0,8.026206,1,,"171.06624,C8H12N0O4S0P0-163.040034,C9H8O3N0S0P0"
0,9.057843,1,,"172.097877,C8H15N1O3S0P0-163.040034,C9H8O3N0S0P0"
0,9.9691,1,,"173.009134,C6H6N0O6S0P0-163.040034,C9H8O3N0S0P0"
0,10.00548,1,,"173.045514,C7H10N0O5S0P0-163.040034,C9H8O3N0S0P0"
0,10.041877,1,,"173.081911,C8H14N0O4S0P0-163.040034,C9H8O3N0S0P0"
0,11.000733,1,,"174.040767,C6H9N1O5S0P0-163.040034,C9H8O3N0S0P0"
0,11.03711,1,,"174.077144,C7H13N1O4S0P0-163.040034,C9H8O3N0S0P0"
0,11.98475,1,,"175.024784,C6H8N0O6S0P0-163.040034,C9H8O3N0S0P0"
0,12.021126,1,,"175.06116,C7H12N0O5S0P0-163.040034,C9H8O3N0S0P0"
0,13.982619,1,,"177.022653,C6H10N0O4S1P0-163.040034,C9H8O3N0S0P0"
0,14.000386,1,,"177.04042,C6H10N0O6S0P0-163.040034,C9H8O3N0S0P0"
0,14.015621,1,,"177.055655,C10H10N0O3S0P0-163.040034,C9H8O3N0S0P0"
0,15.961883,1,,"179.001917,C5H8N0O5S1P0-163.040034,C9H8O3N0S0P0"
0,15.994918,1,,"179.034952,C9H8N0O4S0P0-163.040034,C9H8O3N0S0P0"
0,15.998292,1,,"179.038326,C6H12N0O4S1P0-163.040034,C9H8O3N0S0P0"
0,16.031284,2,,"179.071318,C10H12N0O3S0P0-163.040034,C9H8O3N0S0P0","199.09754,C10H16N0O4S0P0-183.066256,C9H12O4N0S0P0"
0,17.97414,1,,"181.014174,C8H6N0O5S0P0-163.040034,C9H8O3N0S0P0"
0,18.010568,1,,"181.050602,C9H10N0O4S0P0-163.040034,C9H8O3N0S0P0"
0,18.046953,1,,"181.086987,C10H14N0O3S0P0-163.040034,C9H8O3N0S0P0"
0,19.005817,1,,"182.045851,C8H9N1O4S0P0-163.040034,C9H8O3N0S0P0"
0,19.989841,1,,"183.029875,C8H8N0O5S0P0-163.040034,C9H8O3N0S0P0"
0,20.026214,1,,"183.066248,C9H12N0O4S0P0-163.040034,C9H8O3N0S0P0"
0,21.021459,1,,"184.061493,C8H11N1O4S0P0-163.040034,C9H8O3N0S0P0"
0,22.005496,1,,"185.04553,C8H10N0O5S0P0-163.040034,C9H8O3N0S0P0"
0,22.041877,1,,"185.081911,C9H14N0O4S0P0-163.040034,C9H8O3N0S0P0"
0,23.000731,1,,"186.040765,C7H9N1O5S0P0-163.040034,C9H8O3N0S0P0"
0,23.037118,1,,"186.077152,C8H13N1O4S0P0-163.040034,C9H8O3N0S0P0"
0,23.073507,1,,"186.113541,C9H17N1O3S0P0-163.040034,C9H8O3N0S0P0"
0,23.984751,1,,"187.024785,C7H8N0O6S0P0-163.040034,C9H8O3N0S0P0"
0,24.02113,1,,"187.061164,C8H12N0O5S0P0-163.040034,C9H8O3N0S0P0"
0,24.03238,1,,"187.072414,C7H12N2O4S0P0-163.040034,C9H8O3N0S0P0"
0,24.057532,1,,"187.097566,C9H16N0O4S0P0-163.040034,C9H8O3N0S0P0"
0,24.093905,1,,"187.133939,C10H20N0O3S0P0-163.040034,C9H8O3N0S0P0"
0,25.01638,1,,"188.056414,C7H11N1O5S0P0-163.040034,C9H8O3N0S0P0"
0,25.052774,1,,"188.092808,C8H15N1O4S0P0-163.040034,C9H8O3N0S0P0"
0,26.000374,1,,"189.040408,C7H10N0O6S0P0-163.040034,C9H8O3N0S0P0"
0,26.036788,1,,"189.076822,C8H14N0O5S0P0-163.040034,C9H8O3N0S0P0"
0,27.994937,1,,"191.034971,C10H8N0O4S0P0-163.040034,C9H8O3N0S0P0"
0,28.016047,1,,"191.056081,C7H12N0O6S0P0-163.040034,C9H8O3N0S0P0"
0,30.010572,1,,"193.050606,C10H10N0O4S0P0-163.040034,C9H8O3N0S0P0"
0,30.031706,1,,"193.07174,C7H14N0O6S0P0-163.040034,C9H8O3N0S0P0"
0,30.046961,1,,"193.086995,C11H14N0O3S0P0-163.040034,C9H8O3N0S0P0"
0,31.00583,1,,"194.045864,C9H9N1O4S0P0-163.040034,C9H8O3N0S0P0"
0,31.927555,1,,"194.967589,C8H5N0O2S1P1-163.040034,C9H8O3N0S0P0"
